变压器资产ID,产生时间（yyyy-MM-dd HH:mm:ss）,油位
500KV-BYQ-003,2024-08-22 18:00:00,439.8
500KV-BYQ-001,2024-08-23 00:00:00,437.9
500KV-BYQ-002,2024-08-23 00:00:00,439.4
500KV-BYQ-003,2024-08-23 00:00:00,437.4
500KV-BYQ-001,2024-08-23 06:00:00,442.0
500KV-BYQ-002,2024-08-23 06:00:00,439.6
500KV-BYQ-003,2024-08-23 06:00:00,432.9
500KV-BYQ-001,2024-08-23 12:00:00,437.9
500KV-BYQ-002,2024-08-23 12:00:00,436.2
500KV-BYQ-003,2024-08-23 12:00:00,432.4
500KV-BYQ-001,2024-08-23 18:00:00,435.8
500KV-BYQ-002,2024-08-23 18:00:00,436.4
500KV-BYQ-003,2024-08-23 18:00:00,432.7
500KV-BYQ-001,2024-08-24 00:00:00,437.3
500KV-BYQ-002,2024-08-24 00:00:00,434.4
500KV-BYQ-003,2024-08-24 00:00:00,428.1
500KV-BYQ-001,2024-08-24 06:00:00,433.1
500KV-BYQ-002,2024-08-24 06:00:00,436.9
500KV-BYQ-003,2024-08-24 06:00:00,427.2
500KV-BYQ-001,2024-08-24 12:00:00,429.1
500KV-BYQ-002,2024-08-24 12:00:00,432.3
500KV-BYQ-003,2024-08-24 12:00:00,425.7
500KV-BYQ-001,2024-08-24 18:00:00,429.5
500KV-BYQ-002,2024-08-24 18:00:00,429.1
500KV-BYQ-003,2024-08-24 18:00:00,425.1
500KV-BYQ-001,2024-08-25 00:00:00,434.2
500KV-BYQ-002,2024-08-25 00:00:00,429.8
500KV-BYQ-003,2024-08-25 00:00:00,423.2
500KV-BYQ-001,2024-08-25 06:00:00,438.9
500KV-BYQ-002,2024-08-25 06:00:00,429.5
500KV-BYQ-003,2024-08-25 06:00:00,427.6
500KV-BYQ-001,2024-08-25 12:00:00,442.4
500KV-BYQ-002,2024-08-25 12:00:00,432.8
500KV-BYQ-003,2024-08-25 12:00:00,431.9
500KV-BYQ-001,2024-08-25 18:00:00,442.9
500KV-BYQ-002,2024-08-25 18:00:00,428.8
500KV-BYQ-003,2024-08-25 18:00:00,432.9
500KV-BYQ-001,2024-08-26 00:00:00,447.3
500KV-BYQ-002,2024-08-26 00:00:00,433.3
500KV-BYQ-003,2024-08-26 00:00:00,434.4
500KV-BYQ-001,2024-08-26 06:00:00,442.9
500KV-BYQ-002,2024-08-26 06:00:00,432.8
500KV-BYQ-003,2024-08-26 06:00:00,431.8
500KV-BYQ-001,2024-08-26 12:00:00,446.0
500KV-BYQ-002,2024-08-26 12:00:00,433.0
500KV-BYQ-003,2024-08-26 12:00:00,431.6
500KV-BYQ-001,2024-08-26 18:00:00,442.6
500KV-BYQ-002,2024-08-26 18:00:00,435.5
500KV-BYQ-003,2024-08-26 18:00:00,429.8
500KV-BYQ-001,2024-08-27 00:00:00,447.1
500KV-BYQ-002,2024-08-27 00:00:00,435.3
500KV-BYQ-003,2024-08-27 00:00:00,428.6
500KV-BYQ-001,2024-08-27 06:00:00,444.1
500KV-BYQ-002,2024-08-27 06:00:00,439.9
500KV-BYQ-003,2024-08-27 06:00:00,424.6
500KV-BYQ-001,2024-08-27 12:00:00,444.9
500KV-BYQ-002,2024-08-27 12:00:00,438.0
500KV-BYQ-003,2024-08-27 12:00:00,427.3
500KV-BYQ-001,2024-08-27 18:00:00,446.7
500KV-BYQ-002,2024-08-27 18:00:00,440.4
500KV-BYQ-003,2024-08-27 18:00:00,426.3
500KV-BYQ-001,2024-08-28 00:00:00,447.7
500KV-BYQ-002,2024-08-28 00:00:00,442.1
500KV-BYQ-003,2024-08-28 00:00:00,421.3
500KV-BYQ-001,2024-08-28 06:00:00,443.1
500KV-BYQ-002,2024-08-28 06:00:00,443.7
500KV-BYQ-003,2024-08-28 06:00:00,416.3
500KV-BYQ-001,2024-08-28 12:00:00,439.8
500KV-BYQ-002,2024-08-28 12:00:00,445.2
500KV-BYQ-003,2024-08-28 12:00:00,418.1
500KV-BYQ-001,2024-08-28 18:00:00,438.6
500KV-BYQ-002,2024-08-28 18:00:00,441.5
500KV-BYQ-003,2024-08-28 18:00:00,415.6
500KV-BYQ-001,2024-08-29 00:00:00,442.5
500KV-BYQ-002,2024-08-29 00:00:00,440.5
500KV-BYQ-003,2024-08-29 00:00:00,412.7
500KV-BYQ-001,2024-08-29 06:00:00,445.1
500KV-BYQ-002,2024-08-29 06:00:00,438.7
500KV-BYQ-003,2024-08-29 06:00:00,414.9
500KV-BYQ-001,2024-08-29 12:00:00,446.1
500KV-BYQ-002,2024-08-29 12:00:00,441.7
500KV-BYQ-003,2024-08-29 12:00:00,414.7
500KV-BYQ-001,2024-08-29 18:00:00,443.2
500KV-BYQ-002,2024-08-29 18:00:00,443.6
500KV-BYQ-003,2024-08-29 18:00:00,417.5
500KV-BYQ-001,2025-06-01 00:00:00,386.8
500KV-BYQ-002,2025-06-01 00:00:00,419.4
500KV-BYQ-003,2025-06-01 00:00:00,404.1
500KV-BYQ-001,2025-06-01 06:00:00,390.7
500KV-BYQ-002,2025-06-01 06:00:00,424.2
500KV-BYQ-003,2025-06-01 06:00:00,399.7
500KV-BYQ-001,2025-06-01 12:00:00,393.6
500KV-BYQ-002,2025-06-01 12:00:00,422.8
500KV-BYQ-003,2025-06-01 12:00:00,395.5
500KV-BYQ-001,2025-06-01 18:00:00,398.3
500KV-BYQ-002,2025-06-01 18:00:00,421.9
500KV-BYQ-003,2025-06-01 18:00:00,394.9
500KV-BYQ-001,2025-06-02 00:00:00,399.7
500KV-BYQ-002,2025-06-02 00:00:00,421.0
500KV-BYQ-003,2025-06-02 00:00:00,398.3
500KV-BYQ-001,2025-06-02 06:00:00,395.3
500KV-BYQ-002,2025-06-02 06:00:00,423.3
500KV-BYQ-003,2025-06-02 06:00:00,400.7
500KV-BYQ-001,2025-06-02 12:00:00,398.4
500KV-BYQ-002,2025-06-02 12:00:00,426.3
500KV-BYQ-003,2025-06-02 12:00:00,402.2
500KV-BYQ-001,2025-06-02 18:00:00,397.6
500KV-BYQ-002,2025-06-02 18:00:00,422.1
500KV-BYQ-003,2025-06-02 18:00:00,406.0
500KV-BYQ-001,2025-06-03 00:00:00,400.6
500KV-BYQ-002,2025-06-03 00:00:00,425.1
500KV-BYQ-003,2025-06-03 00:00:00,402.6
500KV-BYQ-001,2025-06-03 06:00:00,405.1
500KV-BYQ-002,2025-06-03 06:00:00,428.2
500KV-BYQ-003,2025-06-03 06:00:00,398.2
500KV-BYQ-001,2025-06-03 12:00:00,404.2
500KV-BYQ-002,2025-06-03 12:00:00,429.5
500KV-BYQ-003,2025-06-03 12:00:00,403.1
500KV-BYQ-001,2025-06-03 18:00:00,406.6
500KV-BYQ-002,2025-06-03 18:00:00,432.7
500KV-BYQ-003,2025-06-03 18:00:00,400.1
500KV-BYQ-001,2025-06-04 00:00:00,405.2
500KV-BYQ-002,2025-06-04 00:00:00,432.0
500KV-BYQ-003,2025-06-04 00:00:00,401.2
500KV-BYQ-001,2025-06-04 06:00:00,408.5
500KV-BYQ-002,2025-06-04 06:00:00,430.3
500KV-BYQ-003,2025-06-04 06:00:00,396.6
500KV-BYQ-001,2025-06-04 12:00:00,404.3
500KV-BYQ-002,2025-06-04 12:00:00,431.0
500KV-BYQ-003,2025-06-04 12:00:00,394.4
500KV-BYQ-001,2025-06-04 18:00:00,399.6
500KV-BYQ-002,2025-06-04 18:00:00,429.2
500KV-BYQ-003,2025-06-04 18:00:00,399.0
500KV-BYQ-001,2025-06-05 00:00:00,400.1
500KV-BYQ-002,2025-06-05 00:00:00,433.5
500KV-BYQ-003,2025-06-05 00:00:00,400.3
500KV-BYQ-001,2025-06-05 06:00:00,396.2
500KV-BYQ-002,2025-06-05 06:00:00,429.6
500KV-BYQ-003,2025-06-05 06:00:00,400.5
500KV-BYQ-001,2025-06-05 12:00:00,397.5
500KV-BYQ-002,2025-06-05 12:00:00,427.0
500KV-BYQ-003,2025-06-05 12:00:00,401.7
500KV-BYQ-001,2025-06-05 18:00:00,399.1
500KV-BYQ-002,2025-06-05 18:00:00,423.4
500KV-BYQ-003,2025-06-05 18:00:00,398.0
500KV-BYQ-001,2025-06-06 00:00:00,399.4
500KV-BYQ-002,2025-06-06 00:00:00,422.8
500KV-BYQ-003,2025-06-06 00:00:00,399.0
500KV-BYQ-001,2025-06-06 06:00:00,400.1
500KV-BYQ-002,2025-06-06 06:00:00,423.1
500KV-BYQ-003,2025-06-06 06:00:00,396.8
500KV-BYQ-001,2025-06-06 12:00:00,396.0
500KV-BYQ-002,2025-06-06 12:00:00,422.9
500KV-BYQ-003,2025-06-06 12:00:00,392.1
500KV-BYQ-001,2025-06-06 18:00:00,392.2
500KV-BYQ-002,2025-06-06 18:00:00,426.0
500KV-BYQ-003,2025-06-06 18:00:00,390.9
500KV-BYQ-001,2025-06-07 00:00:00,389.1
500KV-BYQ-002,2025-06-07 00:00:00,428.9
500KV-BYQ-003,2025-06-07 00:00:00,394.4
500KV-BYQ-001,2025-06-07 06:00:00,390.6
500KV-BYQ-002,2025-06-07 06:00:00,425.6
500KV-BYQ-003,2025-06-07 06:00:00,391.8
500KV-BYQ-001,2025-06-07 12:00:00,389.5
500KV-BYQ-002,2025-06-07 12:00:00,427.6
500KV-BYQ-003,2025-06-07 12:00:00,387.7
500KV-BYQ-001,2025-06-07 18:00:00,385.5
500KV-BYQ-002,2025-06-07 18:00:00,424.6
500KV-BYQ-003,2025-06-07 18:00:00,385.3
500KV-BYQ-001,2025-06-08 00:00:00,384.2
500KV-BYQ-002,2025-06-08 00:00:00,421.2
500KV-BYQ-003,2025-06-08 00:00:00,389.6
500KV-BYQ-001,2025-06-08 06:00:00,386.0
500KV-BYQ-002,2025-06-08 06:00:00,422.9
500KV-BYQ-003,2025-06-08 06:00:00,391.8
500KV-BYQ-001,2025-06-08 12:00:00,386.7
500KV-BYQ-002,2025-06-08 12:00:00,425.7
500KV-BYQ-003,2025-06-08 12:00:00,393.8
500KV-BYQ-001,2025-06-08 18:00:00,388.0
500KV-BYQ-002,2025-06-08 18:00:00,424.2
500KV-BYQ-003,2025-06-08 18:00:00,392.7
500KV-BYQ-001,2025-06-09 00:00:00,392.1
500KV-BYQ-002,2025-06-09 00:00:00,422.7
500KV-BYQ-003,2025-06-09 00:00:00,390.6
500KV-BYQ-001,2025-06-09 06:00:00,395.7
500KV-BYQ-002,2025-06-09 06:00:00,421.5
500KV-BYQ-003,2025-06-09 06:00:00,388.0
500KV-BYQ-001,2025-06-09 12:00:00,392.2
500KV-BYQ-002,2025-06-09 12:00:00,425.1
500KV-BYQ-003,2025-06-09 12:00:00,390.9
500KV-BYQ-001,2025-06-09 18:00:00,387.2
500KV-BYQ-002,2025-06-09 18:00:00,425.2
500KV-BYQ-003,2025-06-09 18:00:00,390.2
500KV-BYQ-001,2025-06-10 00:00:00,387.1
500KV-BYQ-002,2025-06-10 00:00:00,423.8
500KV-BYQ-003,2025-06-10 00:00:00,386.7
500KV-BYQ-001,2025-06-10 06:00:00,386.5
500KV-BYQ-002,2025-06-10 06:00:00,420.1
500KV-BYQ-003,2025-06-10 06:00:00,387.1
500KV-BYQ-001,2025-06-10 12:00:00,384.8
500KV-BYQ-002,2025-06-10 12:00:00,424.9
500KV-BYQ-003,2025-06-10 12:00:00,383.7
500KV-BYQ-001,2025-06-10 18:00:00,386.8
500KV-BYQ-002,2025-06-10 18:00:00,427.8
500KV-BYQ-003,2025-06-10 18:00:00,384.1
500KV-BYQ-001,2025-06-11 00:00:00,385.9
500KV-BYQ-002,2025-06-11 00:00:00,426.3
500KV-BYQ-003,2025-06-11 00:00:00,384.9
500KV-BYQ-001,2025-06-11 06:00:00,381.7
500KV-BYQ-002,2025-06-11 06:00:00,423.2
500KV-BYQ-003,2025-06-11 06:00:00,385.6
500KV-BYQ-001,2025-06-11 12:00:00,384.2
500KV-BYQ-002,2025-06-11 12:00:00,423.5
500KV-BYQ-003,2025-06-11 12:00:00,387.6
500KV-BYQ-001,2025-06-11 18:00:00,382.2
500KV-BYQ-002,2025-06-11 18:00:00,419.6
500KV-BYQ-003,2025-06-11 18:00:00,389.3
500KV-BYQ-001,2025-06-12 00:00:00,383.7
500KV-BYQ-002,2025-06-12 00:00:00,417.7
500KV-BYQ-003,2025-06-12 00:00:00,386.8
500KV-BYQ-001,2025-06-12 06:00:00,382.4
500KV-BYQ-002,2025-06-12 06:00:00,414.8
500KV-BYQ-003,2025-06-12 06:00:00,383.6
500KV-BYQ-001,2025-06-12 12:00:00,381.4
500KV-BYQ-002,2025-06-12 12:00:00,410.3
500KV-BYQ-003,2025-06-12 12:00:00,388.1
500KV-BYQ-001,2025-06-12 18:00:00,376.4
500KV-BYQ-002,2025-06-12 18:00:00,408.0
500KV-BYQ-003,2025-06-12 18:00:00,391.2
500KV-BYQ-001,2025-06-13 00:00:00,372.9
500KV-BYQ-002,2025-06-13 00:00:00,404.3
500KV-BYQ-003,2025-06-13 00:00:00,388.8
500KV-BYQ-001,2025-06-13 06:00:00,372.8
500KV-BYQ-002,2025-06-13 06:00:00,401.8
500KV-BYQ-003,2025-06-13 06:00:00,388.4
500KV-BYQ-001,2025-06-13 12:00:00,373.6
500KV-BYQ-002,2025-06-13 12:00:00,400.4
500KV-BYQ-003,2025-06-13 12:00:00,386.8
500KV-BYQ-001,2025-06-13 18:00:00,377.5
500KV-BYQ-002,2025-06-13 18:00:00,404.7
500KV-BYQ-003,2025-06-13 18:00:00,390.1
500KV-BYQ-001,2025-06-14 00:00:00,374.0
500KV-BYQ-002,2025-06-14 00:00:00,405.9
500KV-BYQ-003,2025-06-14 00:00:00,388.3
500KV-BYQ-001,2025-06-14 06:00:00,377.2
500KV-BYQ-002,2025-06-14 06:00:00,405.3
500KV-BYQ-003,2025-06-14 06:00:00,383.7
500KV-BYQ-001,2025-06-14 12:00:00,377.4
500KV-BYQ-002,2025-06-14 12:00:00,403.2
500KV-BYQ-003,2025-06-14 12:00:00,387.7
500KV-BYQ-001,2025-06-14 18:00:00,378.1
500KV-BYQ-002,2025-06-14 18:00:00,403.3
500KV-BYQ-003,2025-06-14 18:00:00,386.2
500KV-BYQ-001,2025-06-15 00:00:00,379.9
500KV-BYQ-002,2025-06-15 00:00:00,399.1
500KV-BYQ-003,2025-06-15 00:00:00,389.4
500KV-BYQ-001,2025-06-15 06:00:00,379.5
500KV-BYQ-002,2025-06-15 06:00:00,403.4
500KV-BYQ-003,2025-06-15 06:00:00,389.7
500KV-BYQ-001,2025-06-15 12:00:00,381.4
500KV-BYQ-002,2025-06-15 12:00:00,403.8
500KV-BYQ-003,2025-06-15 12:00:00,388.6
500KV-BYQ-001,2025-06-15 18:00:00,382.4
500KV-BYQ-002,2025-06-15 18:00:00,407.4
500KV-BYQ-003,2025-06-15 18:00:00,387.3
500KV-BYQ-001,2025-06-16 00:00:00,377.9
500KV-BYQ-002,2025-06-16 00:00:00,406.7
500KV-BYQ-003,2025-06-16 00:00:00,390.3
500KV-BYQ-001,2025-06-16 06:00:00,374.9
500KV-BYQ-002,2025-06-16 06:00:00,404.8
500KV-BYQ-003,2025-06-16 06:00:00,390.7
500KV-BYQ-001,2025-06-16 12:00:00,370.0
500KV-BYQ-002,2025-06-16 12:00:00,405.8
500KV-BYQ-003,2025-06-16 12:00:00,388.6
500KV-BYQ-001,2025-06-16 18:00:00,366.7
500KV-BYQ-002,2025-06-16 18:00:00,406.4
500KV-BYQ-003,2025-06-16 18:00:00,392.5
500KV-BYQ-001,2025-06-17 00:00:00,366.9
500KV-BYQ-002,2025-06-17 00:00:00,403.8
500KV-BYQ-003,2025-06-17 00:00:00,393.4
500KV-BYQ-001,2025-06-17 06:00:00,369.6
500KV-BYQ-002,2025-06-17 06:00:00,399.0
500KV-BYQ-003,2025-06-17 06:00:00,396.3
500KV-BYQ-001,2025-06-17 12:00:00,371.5
500KV-BYQ-002,2025-06-17 12:00:00,399.7
500KV-BYQ-003,2025-06-17 12:00:00,400.2
500KV-BYQ-001,2025-06-17 18:00:00,376.1
500KV-BYQ-002,2025-06-17 18:00:00,400.5
500KV-BYQ-003,2025-06-17 18:00:00,404.5
500KV-BYQ-001,2025-06-18 00:00:00,376.1
500KV-BYQ-002,2025-06-18 00:00:00,397.7
500KV-BYQ-003,2025-06-18 00:00:00,406.4
500KV-BYQ-001,2025-06-18 06:00:00,377.6
500KV-BYQ-002,2025-06-18 06:00:00,399.4
500KV-BYQ-003,2025-06-18 06:00:00,406.5
500KV-BYQ-001,2025-06-18 12:00:00,378.7
500KV-BYQ-002,2025-06-18 12:00:00,401.2
500KV-BYQ-003,2025-06-18 12:00:00,410.4
500KV-BYQ-001,2025-06-18 18:00:00,381.7
500KV-BYQ-002,2025-06-18 18:00:00,396.5
500KV-BYQ-003,2025-06-18 18:00:00,408.0
500KV-BYQ-001,2025-06-19 00:00:00,385.4
500KV-BYQ-002,2025-06-19 00:00:00,391.5
500KV-BYQ-003,2025-06-19 00:00:00,408.2
500KV-BYQ-001,2025-06-19 06:00:00,389.6
500KV-BYQ-002,2025-06-19 06:00:00,396.1
500KV-BYQ-003,2025-06-19 06:00:00,406.5
500KV-BYQ-001,2025-06-19 12:00:00,390.5
500KV-BYQ-002,2025-06-19 12:00:00,398.0
500KV-BYQ-003,2025-06-19 12:00:00,402.3
500KV-BYQ-001,2025-06-19 18:00:00,386.0
500KV-BYQ-002,2025-06-19 18:00:00,400.6
500KV-BYQ-003,2025-06-19 18:00:00,400.8
500KV-BYQ-001,2025-06-20 00:00:00,387.5
500KV-BYQ-002,2025-06-20 00:00:00,401.4
500KV-BYQ-003,2025-06-20 00:00:00,402.3
500KV-BYQ-001,2025-06-20 06:00:00,383.5
500KV-BYQ-002,2025-06-20 06:00:00,402.7
500KV-BYQ-003,2025-06-20 06:00:00,401.9
500KV-BYQ-001,2025-06-20 12:00:00,385.6
500KV-BYQ-002,2025-06-20 12:00:00,398.5
500KV-BYQ-003,2025-06-20 12:00:00,406.3
500KV-BYQ-001,2025-06-20 18:00:00,385.3
500KV-BYQ-002,2025-06-20 18:00:00,397.8
500KV-BYQ-003,2025-06-20 18:00:00,401.5
500KV-BYQ-001,2025-06-21 00:00:00,388.4
500KV-BYQ-002,2025-06-21 00:00:00,397.1
500KV-BYQ-003,2025-06-21 00:00:00,403.4
500KV-BYQ-001,2025-06-21 06:00:00,389.9
500KV-BYQ-002,2025-06-21 06:00:00,392.9
500KV-BYQ-003,2025-06-21 06:00:00,399.8
500KV-BYQ-001,2025-06-21 12:00:00,386.5
500KV-BYQ-002,2025-06-21 12:00:00,388.6
500KV-BYQ-003,2025-06-21 12:00:00,400.2
500KV-BYQ-001,2025-06-21 18:00:00,391.4
500KV-BYQ-002,2025-06-21 18:00:00,393.0
500KV-BYQ-003,2025-06-21 18:00:00,399.6
500KV-BYQ-001,2025-06-22 00:00:00,386.5
500KV-BYQ-002,2025-06-22 00:00:00,395.2
500KV-BYQ-003,2025-06-22 00:00:00,399.5
500KV-BYQ-001,2025-06-22 06:00:00,391.1
500KV-BYQ-002,2025-06-22 06:00:00,397.0
500KV-BYQ-003,2025-06-22 06:00:00,397.9
500KV-BYQ-001,2025-06-22 12:00:00,394.9
500KV-BYQ-002,2025-06-22 12:00:00,398.2
500KV-BYQ-003,2025-06-22 12:00:00,393.2
500KV-BYQ-001,2025-06-22 18:00:00,396.7
500KV-BYQ-002,2025-06-22 18:00:00,396.5
500KV-BYQ-003,2025-06-22 18:00:00,394.9
500KV-BYQ-001,2025-06-23 00:00:00,395.1
500KV-BYQ-002,2025-06-23 00:00:00,396.2
500KV-BYQ-003,2025-06-23 00:00:00,396.0
500KV-BYQ-001,2025-06-23 06:00:00,390.3
500KV-BYQ-002,2025-06-23 06:00:00,393.8
500KV-BYQ-003,2025-06-23 06:00:00,396.6
500KV-BYQ-001,2025-06-23 12:00:00,391.1
500KV-BYQ-002,2025-06-23 12:00:00,396.1
500KV-BYQ-003,2025-06-23 12:00:00,394.2
500KV-BYQ-001,2025-06-23 18:00:00,387.0
500KV-BYQ-002,2025-06-23 18:00:00,392.1
500KV-BYQ-003,2025-06-23 18:00:00,393.8
500KV-BYQ-001,2025-06-24 00:00:00,384.8
500KV-BYQ-002,2025-06-24 00:00:00,389.4
500KV-BYQ-003,2025-06-24 00:00:00,398.3
500KV-BYQ-001,2025-06-24 06:00:00,380.6
500KV-BYQ-002,2025-06-24 06:00:00,387.6
500KV-BYQ-003,2025-06-24 06:00:00,400.7
500KV-BYQ-001,2025-06-24 12:00:00,379.2
500KV-BYQ-002,2025-06-24 12:00:00,392.5
500KV-BYQ-003,2025-06-24 12:00:00,396.3
500KV-BYQ-001,2025-06-24 18:00:00,375.9
500KV-BYQ-002,2025-06-24 18:00:00,394.7
500KV-BYQ-003,2025-06-24 18:00:00,397.4
500KV-BYQ-001,2025-06-25 00:00:00,375.1
500KV-BYQ-002,2025-06-25 00:00:00,391.2
500KV-BYQ-003,2025-06-25 00:00:00,398.8
500KV-BYQ-001,2025-06-25 06:00:00,374.4
500KV-BYQ-002,2025-06-25 06:00:00,395.5
500KV-BYQ-003,2025-06-25 06:00:00,396.1
500KV-BYQ-001,2025-06-25 12:00:00,378.4
500KV-BYQ-002,2025-06-25 12:00:00,394.7
500KV-BYQ-003,2025-06-25 12:00:00,400.2
500KV-BYQ-001,2025-06-25 18:00:00,382.4
500KV-BYQ-002,2025-06-25 18:00:00,394.9
500KV-BYQ-003,2025-06-25 18:00:00,404.0
500KV-BYQ-001,2025-06-26 00:00:00,384.5
500KV-BYQ-002,2025-06-26 00:00:00,397.0
500KV-BYQ-003,2025-06-26 00:00:00,408.2
500KV-BYQ-001,2025-06-26 06:00:00,381.3
500KV-BYQ-002,2025-06-26 06:00:00,400.1
500KV-BYQ-003,2025-06-26 06:00:00,404.0
500KV-BYQ-001,2025-06-26 12:00:00,379.7
500KV-BYQ-002,2025-06-26 12:00:00,403.3
500KV-BYQ-003,2025-06-26 12:00:00,400.6
500KV-BYQ-001,2025-06-26 18:00:00,380.1
500KV-BYQ-002,2025-06-26 18:00:00,404.8
500KV-BYQ-003,2025-06-26 18:00:00,399.2
500KV-BYQ-001,2025-06-27 00:00:00,382.3
500KV-BYQ-002,2025-06-27 00:00:00,408.6
500KV-BYQ-003,2025-06-27 00:00:00,395.4
500KV-BYQ-001,2025-06-27 06:00:00,379.6
500KV-BYQ-002,2025-06-27 06:00:00,410.4
500KV-BYQ-003,2025-06-27 06:00:00,394.8
500KV-BYQ-001,2025-06-27 12:00:00,381.3
500KV-BYQ-002,2025-06-27 12:00:00,412.6
500KV-BYQ-003,2025-06-27 12:00:00,392.3
500KV-BYQ-001,2025-06-27 18:00:00,384.1
500KV-BYQ-002,2025-06-27 18:00:00,412.5
500KV-BYQ-003,2025-06-27 18:00:00,393.6
500KV-BYQ-001,2025-06-28 00:00:00,380.0
500KV-BYQ-002,2025-06-28 00:00:00,416.1
500KV-BYQ-003,2025-06-28 00:00:00,398.2
500KV-BYQ-001,2025-06-28 06:00:00,381.8
500KV-BYQ-002,2025-06-28 06:00:00,411.3
500KV-BYQ-003,2025-06-28 06:00:00,398.2
500KV-BYQ-001,2025-06-28 12:00:00,378.4
500KV-BYQ-002,2025-06-28 12:00:00,412.3
500KV-BYQ-003,2025-06-28 12:00:00,399.0
500KV-BYQ-001,2025-06-28 18:00:00,379.0
500KV-BYQ-002,2025-06-28 18:00:00,408.6
500KV-BYQ-003,2025-06-28 18:00:00,398.9
500KV-BYQ-001,2025-06-29 00:00:00,375.9
500KV-BYQ-002,2025-06-29 00:00:00,409.9
500KV-BYQ-003,2025-06-29 00:00:00,396.4
500KV-BYQ-001,2025-06-29 06:00:00,376.0
500KV-BYQ-002,2025-06-29 06:00:00,414.5
500KV-BYQ-003,2025-06-29 06:00:00,399.6
500KV-BYQ-001,2025-06-29 12:00:00,380.7
500KV-BYQ-002,2025-06-29 12:00:00,414.6
500KV-BYQ-003,2025-06-29 12:00:00,402.5
500KV-BYQ-001,2025-06-29 18:00:00,385.1
500KV-BYQ-002,2025-06-29 18:00:00,414.8
500KV-BYQ-003,2025-06-29 18:00:00,406.0
500KV-BYQ-001,2025-06-30 00:00:00,382.4
500KV-BYQ-002,2025-06-30 00:00:00,412.4
500KV-BYQ-003,2025-06-30 00:00:00,409.7
500KV-BYQ-001,2025-06-30 06:00:00,381.0
500KV-BYQ-002,2025-06-30 06:00:00,416.6
500KV-BYQ-003,2025-06-30 06:00:00,404.7
500KV-BYQ-001,2025-06-30 12:00:00,376.7
500KV-BYQ-002,2025-06-30 12:00:00,421.6
500KV-BYQ-003,2025-06-30 12:00:00,409.0
500KV-BYQ-001,2025-06-30 18:00:00,374.0
500KV-BYQ-002,2025-06-30 18:00:00,420.9
500KV-BYQ-003,2025-06-30 18:00:00,412.8
500KV-BYQ-001,2025-07-01 00:00:00,369.8
500KV-BYQ-002,2025-07-01 00:00:00,423.2
500KV-BYQ-003,2025-07-01 00:00:00,410.8
500KV-BYQ-001,2025-07-01 06:00:00,366.2
500KV-BYQ-002,2025-07-01 06:00:00,428.2
500KV-BYQ-003,2025-07-01 06:00:00,406.1
500KV-BYQ-001,2025-07-01 12:00:00,369.1
500KV-BYQ-002,2025-07-01 12:00:00,429.8
500KV-BYQ-003,2025-07-01 12:00:00,403.0
500KV-BYQ-001,2025-07-01 18:00:00,369.3
500KV-BYQ-002,2025-07-01 18:00:00,428.1
500KV-BYQ-003,2025-07-01 18:00:00,405.7
500KV-BYQ-001,2025-07-02 00:00:00,370.8
500KV-BYQ-002,2025-07-02 00:00:00,430.7
500KV-BYQ-003,2025-07-02 00:00:00,402.7
500KV-BYQ-001,2025-07-02 06:00:00,374.5
500KV-BYQ-002,2025-07-02 06:00:00,429.6
500KV-BYQ-003,2025-07-02 06:00:00,398.3
500KV-BYQ-001,2025-07-02 12:00:00,372.0
500KV-BYQ-002,2025-07-02 12:00:00,430.7
500KV-BYQ-003,2025-07-02 12:00:00,400.7
500KV-BYQ-001,2025-07-02 18:00:00,373.5
500KV-BYQ-002,2025-07-02 18:00:00,433.8
500KV-BYQ-003,2025-07-02 18:00:00,401.0
500KV-BYQ-001,2025-07-03 00:00:00,371.5
500KV-BYQ-002,2025-07-03 00:00:00,430.7
500KV-BYQ-003,2025-07-03 00:00:00,401.5
500KV-BYQ-001,2025-07-03 06:00:00,372.5
500KV-BYQ-002,2025-07-03 06:00:00,432.2
500KV-BYQ-003,2025-07-03 06:00:00,399.1
500KV-BYQ-001,2025-07-03 12:00:00,370.9
500KV-BYQ-002,2025-07-03 12:00:00,436.0
500KV-BYQ-003,2025-07-03 12:00:00,401.7
500KV-BYQ-001,2025-07-03 18:00:00,375.4
500KV-BYQ-002,2025-07-03 18:00:00,434.6
500KV-BYQ-003,2025-07-03 18:00:00,403.4
500KV-BYQ-001,2025-07-04 00:00:00,373.5
500KV-BYQ-002,2025-07-04 00:00:00,435.2
500KV-BYQ-003,2025-07-04 00:00:00,398.9
500KV-BYQ-001,2025-07-04 06:00:00,371.1
500KV-BYQ-002,2025-07-04 06:00:00,436.5
500KV-BYQ-003,2025-07-04 06:00:00,399.8
500KV-BYQ-001,2025-07-04 12:00:00,373.4
500KV-BYQ-002,2025-07-04 12:00:00,432.2
500KV-BYQ-003,2025-07-04 12:00:00,396.8
500KV-BYQ-001,2025-07-04 18:00:00,375.9
500KV-BYQ-002,2025-07-04 18:00:00,427.8
500KV-BYQ-003,2025-07-04 18:00:00,398.7
500KV-BYQ-001,2025-07-05 00:00:00,376.3
500KV-BYQ-002,2025-07-05 00:00:00,423.7
500KV-BYQ-003,2025-07-05 00:00:00,398.9
500KV-BYQ-001,2025-07-05 06:00:00,377.4
500KV-BYQ-002,2025-07-05 06:00:00,423.6
